603 articles
+-----------------------------------------+-------------+--------+---------------+---------------+
| Titlu                                   |    Autor    |  Tip   | Numar versuri | Numar cuvinte |
+-----------------------------------------+-------------+--------+---------------+---------------+
| Vol. 9                                  | Traian Dorz | poezie |       27      |       70      |
| Poate mai este o scânteie...            | Traian Dorz | poezie |       51      |      218      |
| Cântări uitate                          | Traian Dorz | poezie |       29      |      108      |
| Să ne ţinem de credinţa                 | Traian Dorz | poezie |       24      |      163      |
| Hristos a Înviat din morţi - ce bucurie | Traian Dorz | poezie |       39      |      140      |
| Hristos a Înviat, - veniţi              | Traian Dorz | poezie |       34      |      121      |
| Primăvară, - şi în suflet               | Traian Dorz | poezie |       34      |      244      |
| Era în Ziua Cincizecimii...             | Traian Dorz | poezie |       39      |      146      |
| O, Foc Ceresc...                        | Traian Dorz | poezie |       24      |       98      |
| În pacea serii - 2                      | Traian Dorz | poezie |       64      |      498      |
| Tu, ce ştii a mea gândire               | Traian Dorz | poezie |       19      |       74      |
| Cânturile mele...                       | Traian Dorz | poezie |       29      |      101      |
| Doamne-n fiecare slovă                  | Traian Dorz | poezie |       29      |       98      |
| Lângă crucea răsturnată                 | Traian Dorz | poezie |       63      |      217      |
| Am fost o harfă - 2                     | Traian Dorz | poezie |       44      |      157      |
| Şi anii m-au străpuns                   | Traian Dorz | poezie |       44      |      178      |
| Scrisoare unui tânăr                    | Traian Dorz | poezie |       76      |      591      |
| Cruce veche...                          | Traian Dorz | poezie |       69      |      255      |
| Doamne, eu mereu tot cuget...           | Traian Dorz | poezie |       65      |      453      |
| Cum stau privind...                     | Traian Dorz | poezie |       24      |       91      |
| O, Isuse-Atotputernic                   | Traian Dorz | poezie |       37      |      255      |
| Pe drumul Crucii                        | Traian Dorz | poezie |       49      |      167      |
| De la Nunta cea din Cana                | Traian Dorz | poezie |       29      |      102      |
| Lacrimi... - 1                          | Traian Dorz | poezie |       54      |      196      |
| Lacrimi... - 2                          | Traian Dorz | poezie |       32      |      127      |
| Te vrea poporul Tău...                  | Traian Dorz | poezie |       34      |      140      |
| La moartea unui prieten                 | Traian Dorz | poezie |       32      |      193      |
| Maică Pururea Fecioară                  | Traian Dorz | poezie |       35      |      136      |
| Slăbănog mă simt...                     | Traian Dorz | poezie |       35      |      103      |
| Doamne, Ziua ce desparte...             | Traian Dorz | poezie |       70      |      478      |
| Noi ştim o Jertfă...                    | Traian Dorz | poezie |       19      |       82      |
| O altă viaţă...                         | Traian Dorz | poezie |       19      |       71      |
| Isuse, când am fost căzut...            | Traian Dorz | poezie |       44      |      188      |
| Se lasă înserarea                       | Traian Dorz | poezie |       42      |      242      |
| Clopoţel din turlă veche                | Traian Dorz | poezie |       52      |      191      |
| Fraţi cu inima creştină                 | Traian Dorz | poezie |       19      |      123      |
| Din tina negrului păcat                 | Traian Dorz | poezie |       29      |      102      |
| Noi ştim acum                           | Traian Dorz | poezie |       24      |       76      |
| Noi ştim că şi Mântuitorul              | Traian Dorz | poezie |       24      |       96      |
| Noi ştim că Domnul a grăit              | Traian Dorz | poezie |       24      |       90      |
| Noi ştim c-avem un rost                 | Traian Dorz | poezie |       24      |      101      |
| Noi ştim că înaintea noastră            | Traian Dorz | poezie |       25      |       95      |
| Patru scânduri...                       | Traian Dorz | poezie |       44      |      160      |
| Într-un colţ de colivie                 | Traian Dorz | poezie |       24      |       81      |
| Cu Isus sunt totdeauna                  | Traian Dorz | poezie |       24      |       98      |
| E Duminică...                           | Traian Dorz | poezie |       34      |      122      |
| Veacuri multe omenirea                  | Traian Dorz | poezie |       24      |       89      |
| La păcate şi la patimi...               | Traian Dorz | poezie |       24      |       81      |
| Iar îmi scrii măicuţă...                | Traian Dorz | poezie |       57      |      324      |
| Plângeţi ochii mei                      | Traian Dorz | poezie |       29      |       97      |
| Atâta sfântă curăţie                    | Traian Dorz | poezie |       29      |      108      |
| Copil eram cândva...                    | Traian Dorz | poezie |       29      |      120      |
| La ai Tăi venişi Isuse                  | Traian Dorz | poezie |       29      |      121      |
| Stând singur câteodată...               | Traian Dorz | poezie |      123      |      824      |
| O, dac-aş fi un înger                   | Traian Dorz | poezie |       24      |      164      |
| Voi acei pierduţi...                    | Traian Dorz | poezie |       24      |       90      |
| Zi de toamnă dureroasă...               | Traian Dorz | poezie |       74      |      566      |
| Pentru sfânta biruinţă                  | Traian Dorz | poezie |       39      |      121      |
| Şuierând a jale, vântul                 | Traian Dorz | poezie |       34      |      116      |
| Plâng ochii cerului...                  | Traian Dorz | poezie |       44      |      190      |
| Lăcrimele, lăcrimioare                  | Traian Dorz | poezie |       58      |      226      |
| Acum din nou...                         | Traian Dorz | poezie |       29      |      188      |
| Din locul Tău Slăvit                    | Traian Dorz | poezie |       44      |      167      |
| A căzut murind o frunză                 | Traian Dorz | poezie |       62      |      160      |
| Din norii toamnei...                    | Traian Dorz | poezie |       29      |      110      |
| Inimă rănită                            | Traian Dorz | poezie |       36      |      115      |
| Multe cărţi...                          | Traian Dorz | poezie |       29      |      107      |
| Isuse, când Te-am ascultat              | Traian Dorz | poezie |       29      |      103      |
| O, ce valuri m-ameninţă                 | Traian Dorz | poezie |       29      |      102      |
| Cu credinţă                             | Traian Dorz | poezie |       29      |       92      |
| Isuse, când ai să cobori                | Traian Dorz | poezie |       25      |       97      |
| Suflete pierdut                         | Traian Dorz | poezie |       35      |      139      |
| Domnul să vă răsplătească               | Traian Dorz | poezie |       29      |      118      |
| Fericiţi putem fi numai...              | Traian Dorz | poezie |       34      |      104      |
| Să vă răsplătească Domnul               | Traian Dorz | poezie |       30      |      111      |
| Doamne, să nu pot uita                  | Traian Dorz | poezie |       27      |      107      |
| Te rog Isuse Doamne                     | Traian Dorz | poezie |       29      |       85      |
| Pentru mine, pentru tine...             | Traian Dorz | poezie |       26      |      100      |
| Isus Hristos vă cheamă                  | Traian Dorz | poezie |       26      |       95      |
| De ce nu vii nici astăzi?               | Traian Dorz | poezie |       33      |      133      |
| Dacă încă n-ai ales...                  | Traian Dorz | poezie |       29      |       93      |
| Ochii mei Te văd                        | Traian Dorz | poezie |       26      |       99      |
| Doamne, sunt o trestioară               | Traian Dorz | poezie |       20      |       71      |
| Doamne, sunt o luminiţă                 | Traian Dorz | poezie |       28      |      112      |
| Veniţi cu-a voastre                     | Traian Dorz | poezie |       23      |       95      |
| După Tine Scump Isus                    | Traian Dorz | poezie |       29      |       99      |
| Sub Crucea Ta aş sta mereu              | Traian Dorz | poezie |       26      |      105      |
| Fericit şi fericit                      | Traian Dorz | poezie |       26      |       94      |
| Doamne, către Tine plâng...             | Traian Dorz | poezie |       34      |      158      |
| Teme-te de Dumnezeu                     | Traian Dorz | poezie |       26      |      101      |
| Vine-i vremea fiecui                    | Traian Dorz | poezie |       38      |      170      |
| Isuse, o Isuse...- de-atâţia ani        | Traian Dorz | poezie |       80      |      518      |
| Răsplăteşte Doamne...                   | Traian Dorz | poezie |       22      |       70      |
| În Jertfa Ta eu văd                     | Traian Dorz | poezie |       34      |      115      |
| Doamne, răsplăteşte-acelor              | Traian Dorz | poezie |       26      |       75      |
| O, vino Scump Isuse                     | Traian Dorz | poezie |       29      |      112      |
| Mamă, dulce mamă...                     | Traian Dorz | poezie |       24      |      113      |
| Să-I cântăm, să-I cântăm...             | Traian Dorz | poezie |       25      |       76      |
| Isuse-ai Tăi suntem                     | Traian Dorz | poezie |       29      |      126      |
| Mamă, ştii tu oare mamă?...             | Traian Dorz | poezie |       26      |      146      |
| Cine crede în Isus                      | Traian Dorz | poezie |       29      |      131      |
| Pentru mama credincioasă                | Traian Dorz | poezie |       26      |       86      |
| Când te rogi                            | Traian Dorz | poezie |       29      |      121      |
| Cei ce nu cunosc                        | Traian Dorz | poezie |       24      |       88      |
| Isuse, Tu-mi fii mântuirea              | Traian Dorz | poezie |       29      |      117      |
| Tot mai grea...                         | Traian Dorz | poezie |       57      |      210      |
| Isuse, Mântuirea noastră                | Traian Dorz | poezie |       26      |      108      |
| Slavă veşnică Ţi-aducem                 | Traian Dorz | poezie |       32      |      123      |
| Mulţumire-nlăcrimată                    | Traian Dorz | poezie |       26      |      112      |
| N-auzi tu nici azi?                     | Traian Dorz | poezie |       29      |      111      |
| Şi iarăşi vii                           | Traian Dorz | poezie |       24      |       94      |
| Tu eşti acela! - tu                     | Traian Dorz | poezie |       29      |      143      |
| Suflet frământat...                     | Traian Dorz | poezie |       29      |      111      |
| Isuse, Domnul nostru                    | Traian Dorz | poezie |       34      |      108      |
| La sfintele-Ţi picioare                 | Traian Dorz | poezie |       29      |       93      |
| Isuse Scump, căzut sunt jos             | Traian Dorz | poezie |       29      |      114      |
| Ce bine e şi ce frumos                  | Traian Dorz | poezie |       29      |      102      |
| În valul luptei                         | Traian Dorz | poezie |       29      |      100      |
| Cu toată dragostea Isus                 | Traian Dorz | poezie |       29      |      103      |
| Isuse, când veni-vei iară               | Traian Dorz | poezie |       24      |      105      |
| Păstrez în piept                        | Traian Dorz | poezie |       29      |      113      |
| De-atunci, de când...                   | Traian Dorz | poezie |       29      |      112      |
| Am fost aleşi                           | Traian Dorz | poezie |       26      |      156      |
| Doritul meu Mântuitor                   | Traian Dorz | poezie |       29      |      128      |
| Ţine-ne Isuse Doamne                    | Traian Dorz | poezie |       29      |       98      |
| Fericire minunată                       | Traian Dorz | poezie |       27      |      102      |
| Mi-e dor de dulcea odihnire             | Traian Dorz | poezie |       25      |       91      |
| Doamne, ia aminte-odată                 | Traian Dorz | poezie |       23      |      121      |
| Isuse, rugăciunea noastră cu lacrimi    | Traian Dorz | poezie |       26      |       98      |
| Mi-aşa de dor de Tine                   | Traian Dorz | poezie |       39      |      126      |
| Plângeţi ochi şi lăcrimaţi              | Traian Dorz | poezie |       29      |      102      |
| Doamne, ţine seama, ţine...             | Traian Dorz | poezie |       27      |       96      |
| Eu vreau să vin                         | Traian Dorz | poezie |       27      |      112      |
| Viitorul e-al Iubirii                   | Traian Dorz | poezie |       75      |      195      |
| Cântări de Sus                          | Traian Dorz | poezie |       41      |      117      |
| Slavă şi-nchinare                       | Traian Dorz | poezie |       20      |       44      |
| Cântarea Veşniciei spre                 | Traian Dorz | poezie |       29      |      156      |
| Sunt stări                              | Traian Dorz | poezie |       20      |      139      |
