+-------------------------------------+-------------------------------------+-----------------------------------------+--------+-----------------+
|            Cuvânt inițial           |          Cuvânt înlocuitor          |                  Regulă                 |  Câmp  | Număr procesări |
+-------------------------------------+-------------------------------------+-----------------------------------------+--------+-----------------+
|                'cînd'               |                'când'               |              replace_words              | verses |       462       |
|                'sînt'               |                'sunt'               |              replace_words              | verses |       171       |
|                'cît'                |                'cât'                |              replace_words              | verses |       152       |
|                'Cînd'               |                'Când'               |              replace_words              | verses |        94       |
|               'Sfînt'               |               'Sfânt'               |              replace_words              | verses |        89       |
|               'sfîntă'              |               'sfântă'              |              replace_words              | verses |        80       |
|                'atît'               |                'atât'               |              replace_words              | verses |        71       |
|               'adînc'               |               'adânc'               |              replace_words              | verses |        67       |
|               'atîta'               |               'atâta'               |              replace_words              | verses |        65       |
|               'plîns'               |               'plâns'               |              replace_words              | verses |        62       |
|                'pînă'               |                'până'               |              replace_words              | verses |        56       |
|               'pămînt'              |               'pământ'              |              replace_words              | verses |        56       |
|                'pîn'                |                'pân'                |              replace_words              | verses |        56       |
|              'Cuvîntul'             |              'Cuvântul'             |              replace_words              | verses |        54       |
|                'cîţi'               |                'câţi'               |              replace_words              | verses |        52       |
|               'decît'               |               'decât'               |              replace_words              | verses |        51       |
|               'atîtea'              |               'atâtea'              |              replace_words              | verses |        48       |
|               'sfînt'               |               'sfânt'               |              replace_words              | verses |        46       |
|                'cîte'               |                'câte'               |              replace_words              | verses |        44       |
|               'lîngă'               |               'lângă'               |              replace_words              | verses |        43       |
|               'plîng'               |               'plâng'               |              replace_words              | verses |        42       |
|                'gînd'               |                'gând'               |              replace_words              | verses |        42       |
|                'cînt'               |                'cânt'               |              replace_words              | verses |        36       |
|               'plînge'              |               'plânge'              |              replace_words              | verses |        35       |
|               'sîntem'              |               'suntem'              |              replace_words              | verses |        35       |
|               'cîntec'              |               'cântec'              |              replace_words              | verses |        34       |
|                'Mîna'               |                'Mâna'               |              replace_words              | verses |        30       |
|              'legămînt'             |              'legământ'             |              replace_words              | verses |        30       |
|               'curînd'              |               'curând'              |              replace_words              | verses |        29       |
|              'sfîrşit'              |              'sfârşit'              |              replace_words              | verses |        28       |
|              'nicicînd'             |              'nicicând'             |              replace_words              | verses |        27       |
|             'mîngîiere'             |             'mângâiere'             |              replace_words              | verses |        26       |
|               'gîndul'              |               'gândul'              |              replace_words              | verses |        26       |
|              'mormînt'              |              'mormânt'              |              replace_words              | verses |        25       |
|               'Sfîntă'              |               'Sfântă'              |              replace_words              | verses |        25       |
|                 ' '                 |                  ''                 |               strip_spaces              | verses |        24       |
|               'adîncă'              |               'adâncă'              |              replace_words              | verses |        24       |
|                 ' '                 |                 ' '                 |               replace_nbsp              | verses |        24       |
|               'sînge'               |               'sânge'               |              replace_words              | verses |        22       |
|               'mîine'               |               'mâine'               |              replace_words              | verses |        22       |
|              'plîngînd'             |              'plângând'             |              replace_words              | verses |        21       |
|                'mîna'               |                'mâna'               |              replace_words              | verses |        20       |
|              'plînsul'              |              'plânsul'              |              replace_words              | verses |        20       |
|             'mîntuirii'             |             'mântuirii'             |              replace_words              | verses |        20       |
|               'cîntă'               |               'cântă'               |              replace_words              | verses |        20       |
|               'Cuvînt'              |               'Cuvânt'              |              replace_words              | verses |        19       |
|               'sfînta'              |               'sfânta'              |              replace_words              | verses |        19       |
|               'oricît'              |               'oricât'              |              replace_words              | verses |        19       |
|               'rămîi'               |               'rămâi'               |              replace_words              | verses |        19       |
|                'cîtă'               |                'câtă'               |              replace_words              | verses |        19       |
|                'Cît'                |                'Cât'                |              replace_words              | verses |        19       |
|                'Sînt'               |                'Sunt'               |              replace_words              | verses |        18       |
|              'mîinile'              |              'mâinile'              |              replace_words              | verses |        18       |
|              'cîntări'              |              'cântări'              |              replace_words              | verses |        17       |
|               'mîini'               |               'mâini'               |              replace_words              | verses |        17       |
|               'rămîne'              |               'rămâne'              |              replace_words              | verses |        17       |
|               'cuvînt'              |               'cuvânt'              |              replace_words              | verses |        16       |
|               'cîndva'              |               'cândva'              |              replace_words              | verses |        16       |
|              'cîntarea'             |              'cântarea'             |              replace_words              | verses |        15       |
|              'adîncul'              |              'adâncul'              |              replace_words              | verses |        15       |
|               'strîns'              |               'strâns'              |              replace_words              | verses |        15       |
|                'mînă'               |                'mână'               |              replace_words              | verses |        15       |
|               'adînca'              |               'adânca'              |              replace_words              | verses |        15       |
|             'legămîntul'            |             'legământul'            |              replace_words              | verses |        15       |
|                'Cînd'               |                'Când'               |              replace_words              | title  |        15       |
|               'dintîi'              |               'dintâi'              |              replace_words              | verses |        14       |
|               'cînta'               |               'cânta'               |              replace_words              | verses |        14       |
|               'frînt'               |               'frânt'               |              replace_words              | verses |        14       |
|               'plîngi'              |               'plângi'              |              replace_words              | verses |        14       |
|               'cîntat'              |               'cântat'              |              replace_words              | verses |        13       |
|               'atîţia'              |               'atâţia'              |              replace_words              | verses |        13       |
|              'cîntaţi'              |              'cântaţi'              |              replace_words              | verses |        13       |
|                'rînd'               |                'rând'               |              replace_words              | verses |        12       |
|              'pămîntul'             |              'pământul'             |              replace_words              | verses |        12       |
|              'cîntînd'              |              'cântând'              |              replace_words              | verses |        12       |
|               'vîntul'              |               'vântul'              |              replace_words              | verses |        12       |
|               'blînd'               |               'blând'               |              replace_words              | verses |        11       |
|             'mormîntul'             |             'mormântul'             |              replace_words              | verses |        11       |
|               'Stînca'              |               'Stânca'              |              replace_words              | verses |        11       |
|              'crezînd'              |              'crezând'              |              replace_words              | verses |        11       |
|               'avînt'               |               'avânt'               |              replace_words              | verses |        11       |
|             'Mîntuitor'             |             'Mântuitor'             |              replace_words              | verses |        11       |
